KIVA PIN,Violation Count,Property Score,Average Durations
114936,16,10.346298619824342,417.8125
146992,6,14.108108108108109,474.3333333333333
23895,0,0.0,0.0
19639,20,0.4418604651162791,1162.6
133587,50,3.4421965317919074,375.82
73684,2,0.8883720930232558,93.0
155254,7,3.5136103151862463,232.57142857142858
40530,27,0.47809278350515466,1035.3333333333333
